agency_name,complaint_type,descriptor,location_type,incident_zip,street_name,cross_street_1,cross_street_2,intersection_street_1,intersection_street_2,address_type,city,landmark,facility_type,status,resolution_description,community_board,bbl,borough,open_data_channel_type,park_facility_name,park_borough,vehicle_type,taxi_company_borough,taxi_pick_up_location,bridge_highway_name,bridge_highway_direction,road_ramp,bridge_highway_segment,progress_duration,created_year,resolution_action_updated_year
Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10472,GLEASON AVENUE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09 BRONX,10472,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10457,TIEBOUT AVENUE,,,,,ADDRESS,BRONX,,,Open,,05 BRONX,10457,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10032,BROADWAY,WEST  161 STREET,WEST  162 STREET,WEST  161 STREET,WEST  162 STREET,ADDRESS,NEW YORK,BROADWAY,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,12 MANHATTAN,10032,MANHATTAN,MOBILE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10030,EDGECOMBE AVENUE,,,,,ADDRESS,NEW YORK,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09 MANHATTAN,10030,MANHATTAN,PHONE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,10031,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,09 MANHATTAN,10031,MANHATTAN,PHONE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10040,WADSWORTH AVENUE,WEST  189 STREET,WEST  190 STREET,WEST  189 STREET,WEST  190 STREET,ADDRESS,NEW YORK,WADSWORTH AVENUE,,In Progress,,12 MANHATTAN,10040,MANHATTAN,MOBILE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Taxi and Limousine Commission,Lost Property,Other,Taxi,10023,AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST   69 STREET,AMSTERDAM AVENUE,WEST   69 STREET,INTERSECTION,,,,In Progress,,07 MANHATTAN,10023,MANHATTAN,PHONE,,MANHATTAN,,,"AMSTERDAM AVENUE AND WEST   69 STREET, MANHATTAN, NY, 10023",,,,,Ongoing,2024,
New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11373,VAN LOON STREET,51 AVENUE,QUEENS BOULEVARD,51 AVENUE,QUEENS BOULEVARD,ADDRESS,ELMHURST,VAN LOON STREET,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,04 QUEENS,11373,QUEENS,PHONE,,QUEENS,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,10029,3 AVENUE,PEDESTRIAN PATH,EAST  104 STREET,PEDESTRIAN PATH,EAST  104 STREET,ADDRESS,NEW YORK,3 AVENUE,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,11 MANHATTAN,10029,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,10002,LUDLOW STREET,,,,,ADDRESS,NEW YORK,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,03 MANHATTAN,10002,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,11214,BATH AVENUE,BAY   47 STREET,28 AVENUE,BAY   47 STREET,28 AVENUE,ADDRESS,BROOKLYN,BATH AVENUE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,13 BROOKLYN,11214,BROOKLYN,MOBILE,,BROOKLYN,Car,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,10451,GERARD AVENUE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,04 BRONX,10451,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Loud Television,Residential Building/House,10455,EAST  146 STREET,BROOK AVENUE,ST ANNS AVENUE,BROOK AVENUE,ST ANNS AVENUE,ADDRESS,BRONX,EAST  146 STREET,,Closed,The Police Department responded to the complaint and took action to fix the condition.,01 BRONX,10455,BRONX,MOBILE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,WATER LEAK,SLOW LEAK,RESIDENTIAL BUILDING,11433,107 AVENUE,,,,,ADDRESS,JAMAICA,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12 QUEENS,11433,QUEENS,PHONE,,QUEENS,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,SAFETY,WINDOW GUARD BROKEN/MISSING,RESIDENTIAL BUILDING,10452,WALTON AVENUE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,04 BRONX,10452,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,11201,REMSEN STREET,BROOKLYN HEIGHTS PROMENADE,MONTAGUE TERRACE,BROOKLYN HEIGHTS PROMENADE,MONTAGUE TERRACE,ADDRESS,BROOKLYN,REMSEN STREET,,Closed,The Police Department responded to the complaint and took action to fix the condition.,02 BROOKLYN,11201,BROOKLYN,MOBILE,,BROOKLYN,Car,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,GENERAL,BELL/BUZZER/INTERCOM,RESIDENTIAL BUILDING,11230,AVENUE K,,,,,ADDRESS,BROOKLYN,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,14 BROOKLYN,11230,BROOKLYN,PHONE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,HEAT/HOT WATER,ENTIRE BUILDING,RESIDENTIAL BUILDING,11230,AVENUE K,,,,,ADDRESS,BROOKLYN,,,Open,The complaint you filed is a duplicate of a condition already reported by another tenant for a building-wide condition. The original complaint is still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection of your unit if the original complainant is not available for verification.,14 BROOKLYN,11230,BROOKLYN,PHONE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Loud Music/Party,Residential Building/House,11201,PACIFIC STREET,BOERUM PLACE,SMITH STREET,BOERUM PLACE,SMITH STREET,ADDRESS,BROOKLYN,PACIFIC STREET,,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,02 BROOKLYN,11201,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Vehicle,Car/Truck Music,Street/Sidewalk,10312,NEDRA LANE,ARDEN AVENUE,DEAD END,ARDEN AVENUE,DEAD END,ADDRESS,STATEN ISLAND,NEDRA LANE,,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,03 STATEN ISLAND,10312,STATEN ISLAND,ONLINE,,STATEN ISLAND,SUV,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,PLUMBING,BATHTUB/SHOWER,RESIDENTIAL BUILDING,10033,WEST  181 STREET,,,,,ADDRESS,NEW YORK,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,12 MANHATTAN,10033,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10026,WEST  116 STREET,,,,,ADDRESS,NEW YORK,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,10 MANHATTAN,10026,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,APPLIANCE,ELECTRIC/GAS RANGE,RESIDENTIAL BUILDING,11372,77 STREET,,,,,ADDRESS,JACKSON HEIGHTS,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,03 QUEENS,11372,QUEENS,PHONE,,QUEENS,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,11208,SAPPHIRE STREET,,,,,ADDRESS,BROOKLYN,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,05 BROOKLYN,11208,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,11208,SAPPHIRE STREET,,,,,ADDRESS,BROOKLYN,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,05 BROOKLYN,11208,BROOKLYN,ONLINE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11233,BAINBRIDGE STREET,,,,,ADDRESS,BROOKLYN,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,03 BROOKLYN,11233,BROOKLYN,PHONE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,11104,41 STREET,,,,,ADDRESS,SUNNYSIDE,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,02 QUEENS,11104,QUEENS,ONLINE,,QUEENS,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10467,KNOX PLACE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,07 BRONX,10467,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Residential,Banging/Pounding,Residential Building/House,11235,AVENUE Z,EAST   12 STREET,HOMECREST AVENUE,EAST   12 STREET,HOMECREST AVENUE,ADDRESS,BROOKLYN,AVENUE Z,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,15 BROOKLYN,11235,BROOKLYN,PHONE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10455,CONCORD AVENUE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01 BRONX,10455,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,GENERAL,VENTILATION SYSTEM,RESIDENTIAL BUILDING,10455,CONCORD AVENUE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01 BRONX,10455,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,SAFETY,SMOKE DETECTOR,RESIDENTIAL BUILDING,10455,CONCORD AVENUE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01 BRONX,10455,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,PAINT/PLASTER,WALL,RESIDENTIAL BUILDING,10455,CONCORD AVENUE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01 BRONX,10455,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,10455,CONCORD AVENUE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01 BRONX,10455,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,RESIDENTIAL BUILDING,10455,CONCORD AVENUE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01 BRONX,10455,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,FLOORING/STAIRS,FLOOR,RESIDENTIAL BUILDING,10455,CONCORD AVENUE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01 BRONX,10455,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,GENERAL,CABINET,RESIDENTIAL BUILDING,10455,CONCORD AVENUE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01 BRONX,10455,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,ELECTRIC,WIRING,RESIDENTIAL BUILDING,10455,CONCORD AVENUE,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,01 BRONX,10455,BRONX,ONLINE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,11221,VANBUREN STREET,MALCOLM X BOULEVARD,PATCHEN AVENUE,MALCOLM X BOULEVARD,PATCHEN AVENUE,ADDRESS,BROOKLYN,VAN BUREN STREET,,Closed,The Police Department responded to the complaint and took action to fix the condition.,03 BROOKLYN,11221,BROOKLYN,PHONE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,UNSANITARY CONDITION,MOLD,RESIDENTIAL BUILDING,10462,BRONX PARK EAST,,,,,ADDRESS,BRONX,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,11 BRONX,10462,BRONX,PHONE,,BRONX,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,Street/Sidewalk,10029,1 AVENUE,EAST  115 STREET,EAST  116 STREET,EAST  115 STREET,EAST  116 STREET,ADDRESS,NEW YORK,1 AVENUE,,Closed,The Police Department responded to the complaint and took action to fix the condition.,11 MANHATTAN,10029,MANHATTAN,ONLINE,,MANHATTAN,,,,,,,,Less than a day,2024,2024
New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11226,LENOX ROAD,BEDFORD AVENUE,ROGERS AVENUE,BEDFORD AVENUE,ROGERS AVENUE,ADDRESS,BROOKLYN,LENOX ROAD,,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,17 BROOKLYN,11226,BROOKLYN,MOBILE,,BROOKLYN,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11355,SANFORD AVENUE,,,,,ADDRESS,FLUSHING,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,07 QUEENS,11355,QUEENS,PHONE,,QUEENS,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,WATER LEAK,HEAVY FLOW,RESIDENTIAL BUILDING,11355,SANFORD AVENUE,,,,,ADDRESS,FLUSHING,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,07 QUEENS,11355,QUEENS,PHONE,,QUEENS,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,PAINT/PLASTER,CEILING,RESIDENTIAL BUILDING,11355,SANFORD AVENUE,,,,,ADDRESS,FLUSHING,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,07 QUEENS,11355,QUEENS,PHONE,,QUEENS,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,DOOR/WINDOW,DOOR,RESIDENTIAL BUILDING,11355,SANFORD AVENUE,,,,,ADDRESS,FLUSHING,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,07 QUEENS,11355,QUEENS,PHONE,,QUEENS,,,,,,,,Less than a day,2024,2024
Department of Housing Preservation and Development,ELECTRIC,OUTLET/SWITCH,RESIDENTIAL BUILDING,11355,SANFORD AVENUE,,,,,ADDRESS,FLUSHING,,,Open,The following complaint conditions are still open. HPD may attempt to contact you to verify the correction of the condition or may conduct an inspection.,07 QUEENS,11355,QUEENS,PHONE,,QUEENS,,,,,,,,Less than a day,2024,2024
